Year,Month,Day,Place,Hot.Dogs,MINS,NAME,CONTEST,Qual,Gender,Location
2021,Jul,4,1st,76,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,2nd,50,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,3rd,44,10,Nick Wehry,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,4th,43,10,Darron Breeden,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,5th,37.75,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,6th,32.5,10,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,7th,32,10,George Chiger,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,8th,30.75,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,9th,30,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,10th,28,10,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,11th,27,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,11th,27,10,"Steve ""The Rabbit"" Hammond",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,11th,27,10,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,11th,27,10,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,15th,25.5,10,Derek Hendrickson,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,16th,21.5,10,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,17th,17,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2021,Jul,4,1st,30.75,10,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,2nd,24,10,"Sarah ""Unstoppable Bab"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,3rd,18.25,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,4th,16,10,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,5th,15,10,Sophia Devita,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,6th,12.75,10,Holly Titus,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,7th,11,10,Jocelyn Walker,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,8th,9.5,10,Kelly Wong,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,9th,8,10,Julie Goldberg,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,10th,7.75,10,Kathryn Tesch,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,11th,7.5,10,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,12th,7,10,Kristina Rovtar,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2021,Jul,4,13th,5,10,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2020,Jul,4,1st,75,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2020,Jul,4,2nd,42,10,Darron Breeden,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2020,Jul,4,3rd,39.5,10,Nick Wehry,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2020,Jul,4,4th,24,10,George Chiger,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2020,Jul,4,5th,20,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2020,Jul,4,1st,48.5,10,Miki Sudo,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2020,Jul,4,2nd,18,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2020,Jul,4,3rd,15,10,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2020,Jul,4,4th,8.5,10,Julie Goldberg,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2020,Jul,4,5th,7,10,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Aug,10,1st,32.5,10,"Brett ""The Branimal"" Healey",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2019,Aug,10,2nd,28,10,Derek Hendrickson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2019,Aug,10,1st,12.5,10,Sophia Devita,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Des Moines, IA"
2019,Aug,10,2nd,7.5,10,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Des Moines, IA"
2019,Jul,23,1st,32,10,"Steve ""The Rabbit"" Hammond",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Salt Lake City, UT"
2019,Jul,23,2nd,29,10,"Darrien ""Cheesecurd"" Thomas",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Salt Lake City, UT"
2019,Jul,23,3rd,23.75,10,Derek Hendrickson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Salt Lake City, UT"
2019,Jul,23,?,?,10,John Gutz,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Salt Lake City, UT"
2019,Jul,23,1st,14,10,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Salt Lake City, UT"
2019,Jul,4,1st,71,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,2nd,50,10,Darron Breeden,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,3rd,47,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,4th,46,10,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,5th,39,10,Max Suzuki,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,6th,36,10,Nick Wehry,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,7th,34,10,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,7th,34,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,9th,29,10,"Juan ""Hungry Saiyan"" Neave",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,10th,28.5,10,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,10th,28.5,10,"Adam ""Beard Meats Food"" Moran",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,12th,27,10,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,12th,27,10,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,14th,26,10,George Chiger,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,14th,26,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,14th,26,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,16th,22.5,10,Steve Hendry,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,16th,22,10,"Darrien ""Cheesecurd"" Thomas",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2019,Jul,4,1st,31,10,Miki Sudo,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,2nd,26.5,10,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,3rd,23,10,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,3rd,23,10,"Sarah ""Unstoppable Bab"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,5th,18,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,6th,14,10,Sophia Devita,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,7th,12.5,10,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,8th,11,10,Holly Titus,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,9th,10.5,10,Kathryn Tesch,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,9th,10.5,10,Kelly Wong,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,11th,9,10,Jocelyn Walker,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,12th,8,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,13th,7,10,Julie Goldberg,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,14th,7,10,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jul,4,15th,6,10,Kat Wong,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2019,Jun,26,1st,25,10,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Santa Cruz, CA"
2019,Jun,26,2nd,15.5,10,Sergio Reyes-Raya,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Santa Cruz, CA"
2019,Jun,26,3rd,13,10,Kirk Taylor,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Santa Cruz, CA"
2019,Jun,26,4th,12,10,Scott Rubin,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Santa Cruz, CA"
2019,Jun,26,5th,11,10,Jon Davis,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Santa Cruz, CA"
2019,Jun,22,1st,25,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2019,Jun,22,1st,23,10,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Washington, DC"
2019,Jun,16,1st,32,10,"Adam ""Beard Meats Food"" Moran",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2019,Jun,16,2nd,28,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2019,Jun,16,3rd,23,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2019,Jun,16,4th,14,10,"Michael ""Big Hoss"" Deitz",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2019,Jun,16,5th,13,10,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2019,Jun,16,1st,9.5,10,Julie Goldberg,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2019,Jun,16,2nd,6,10,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2019,Jun,16,3rd,0.5,10,Brynn Szeles,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2019,Jun,9,1st,47,10,Darron Breeden,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Norfolk, VA"
2019,Jun,9,1st,8,10,Doris Garcia,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Norfolk, VA"
2019,Jun,8,1st,19.25,10,"Darrien ""Cheesecurd"" Thomas",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,2nd,17,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,3rd,14.5,10,Mike Landrich,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,4th,14,10,Steve Radzwilla,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,5th,12,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,6th,9,10,Joe Harris,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,7th,7.5,10,Ryan Laneve,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,8th,7,10,"Roger Green, Jr.",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,8th,7,10,Dennis Truax,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,10th,5.5,10,Donald Sadekas,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2019,Jun,8,1st,6,10,Kat Wong,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Syracuse, NY"
2019,Jun,8,2nd,3,10,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Syracuse, NY"
2019,Jun,8,3rd,3,10,Morgan Thomas,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Syracuse, NY"
2019,Jun,2,1st,31.5,10,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,2nd,19.5,10,"""Big Eater Mike"" Michael Whities",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,3rd,14.25,10,"Michael ""Big Hoss"" Deitz",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,4th,13.5,10,Benjamin Burman,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,5th,12.5,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,6th,11.5,10,Felix Wedge,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,7th,9.5,10,Tyler Whitney,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,2,8th,5,10,Joseph Sanchez,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Lancaster, PA"
2019,Jun,1,1st,30,10,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2019,Jun,1,2nd,28,10,"Brett ""The Branimal"" Healey",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2019,Jun,1,3rd,23.5,10,"Darrien ""Cheesecurd"" Thomas",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2019,Jun,1,4th,23,10,"Bartley Weaver, IV",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2019,Jun,1,1st,13,10,Holly Titus,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"St. Louis, MO"
2019,May,17,1st,29.5,10,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Cincinnati, OH"
2019,May,17,2nd,29,10,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Cincinnati, OH"
2019,May,17,1st,14,10,Sophia Devita,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Cincinnati, OH"
2019,May,17,1st,14,10,Katie Prettyman,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Cincinnati, OH"
2019,May,11,1st,26,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Valdosta, GA"
2019,May,11,1st,26,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Denver, CO"
2019,May,11,3rd,17,10,Derek Hendrickson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Denver, CO"
2019,May,11,?,11,10,"Bryan ""Big Sexy"" Beard",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Denver, CO"
2019,May,11,?,7,10,Ryan Spilborghs,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Denver, CO"
2019,May,11,?,?,10,Brian Elliot,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Valdosta, GA"
2019,May,11,?,?,10,Dylan Elliot,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Valdosta, GA"
2019,May,11,?,?,10,Ryan Elliot,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Valdosta, GA"
2019,May,11,1st,20,10,"Sarah ""Unstoppable Bab"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Denver, CO"
2019,May,11,1st,10,10,Jocelyn Walker,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Valdosta, GA"
2019,May,9,1st,47,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Central Islip, NY"
2019,May,9,2nd,29,10,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Central Islip, NY"
2019,May,9,3rd,22.5,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Central Islip, NY"
2019,May,9,4th,19,10,Roderick Buenviaje,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Central Islip, NY"
2019,May,9,1st,18,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Central Islip, NY"
2019,May,9,2nd,7,10,Julie Goldberg,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Central Islip, NY"
2019,May,9,3rd,4,10,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Central Islip, NY"
2019,Apr,27,1st,41,10,Max Suzuki,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,2nd,25,10,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,3rd,21,10,Derek Hendrickson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,4th,16.5,10,"Doug ""Cerebrus"" Ecks",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,5th,15,10,Ron Koch,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,6th,8.5,10,Ryan Dubinsky,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,7th,8,10,Dave Ruffalo,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,8th,7,10,Luca Spanio,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2019,Apr,27,1st,28,10,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Las Vegas, NV"
2019,Apr,27,2nd,3,10,Jessica Darwin,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Las Vegas, NV"
2019,Apr,20,1st,27.25,10,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2019,Apr,20,2nd,26,10,"Brett ""The Branimal"" Healey",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2019,Apr,20,3rd,8,10,Brian Roselar,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2019,Apr,20,4th,7.75,10,Mike Anderson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2019,Apr,20,5th,7,10,Jason Ruppert,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2019,Apr,20,6th,5,10,Richard Rusak,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2019,Apr,20,1st,11.5,10,Kelly Wong,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Miami, FL"
2019,Apr,20,2nd,10.5,10,Doris Garcia,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Miami, FL"
2019,Apr,20,3rd,8.5,10,Tracie Dickerson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Miami, FL"
2019,Apr,20,4th,4,10,Brittany Broder,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Miami, FL"
2019,Apr,13,1st,34,10,Nick Wehry,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Cape Coral, FL"
2019,Apr,13,?,7,10,Jason Ruppert,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Cape Coral, FL"
2019,Apr,13,1st,10.25,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Cape Coral, FL"
2019,Apr,13,2nd,7.75,10,Doris Garcia,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Cape Coral, FL"
2019,Apr,13,3rd,7,10,Tracie Dickerson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Cape Coral, FL"
2019,Feb,23,1st,27,10,"Juan ""Hungry Saiyan"" Neave",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"San Antonio, TX"
2019,Feb,23,2nd,16.5,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"San Antonio, TX"
2019,Feb,23,?,?,10,"Alex ""Moose"" Perez",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"San Antonio, TX"
2019,Feb,23,1st,9.5,10,Kathryn Tesch,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"San Antonio, TX"
2019,Feb,23,2nd,?,10,Kelly Wong,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"San Antonio, TX"
2018,Aug,11,1st,29.5,10,"Gordon ""Hungry"" Hazzard",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,2nd,16,10,Nathan Klocke,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,2nd,16,10,Jake Thompson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,4th,12,10,"Mark ""the muncher"" Williams",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,5th,11,10,Tyler Aube,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,6th,9,10,Zachary Adams,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,7th,7.5,10,Aaron Adams,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Des Moines, IA"
2018,Aug,11,1st,7,10,Rene Rovtar,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Des Moines, IA"
2018,Jul,4,1st,74,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,2nd,64,10,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,3rd,43,10,Darron Breeden,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,4th,41,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,5th,40,10,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,6th,37.5,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,7th,34,10,Max Suzuki,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,8th,33,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,9th,32,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,10th,31,10,Nick Wehry,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,11th,28,10,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2018,Jul,4,12th,27,10,Derek Jacobs,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
